name,draft_year,draft_pick,y1_pts,y1_reb,y1_ast,y1_fg_pct,y1_fg3_pct,y1_ft_pct,y1_min,y1_tov,y2_pts,y2_reb,y2_ast,y2_fg_pct,y2_fg3_pct,y2_ft_pct,y2_min,y2_tov,y5_pts,y5_reb,y5_ast,y5_fg_pct,y5_fg3_pct,y5_ft_pct,y5_min,y5_tov
Otto Porter Jr.,2013,3,2.1,1.5,0.3,0.363,0.19,0.667,8.6,0.4,6.0,3.0,0.9,0.45,0.337,0.734,19.4,0.7,14.7,6.4,2.0,0.503,0.441,0.828,31.6,1.0
Ousmane Dieng,2022,11,4.9,2.7,1.2,0.42,0.265,0.652,14.6,0.7,4.0,1.5,1.1,0.422,0.3,0.875,11.1,0.6,,,,,,,,
P.J. Washington,2019,12,12.2,5.4,2.1,0.455,0.374,0.647,30.3,1.6,12.9,6.5,2.5,0.44,0.386,0.745,30.5,2.0,13.6,5.3,2.2,0.446,0.324,0.713,29.2,1.5
PJ Hairston,2014,26,5.6,2.0,0.5,0.323,0.301,0.861,15.3,0.5,6.0,2.7,0.6,0.359,0.314,0.81,19.5,0.5,,,,,,,,
Paolo Banchero,2022,1,20.0,6.9,3.7,0.427,0.298,0.738,33.8,2.8,22.6,6.9,5.4,0.455,0.339,0.725,35.0,3.1,,,,,,,,
Pat Connaughton,2015,41,1.1,0.9,0.3,0.265,0.238,1.0,4.2,0.3,2.5,1.3,0.7,0.514,0.515,0.778,8.1,0.4,5.4,4.2,1.6,0.455,0.331,0.775,18.6,0.8
Patrick Baldwin Jr.,2022,28,3.9,1.3,0.4,0.394,0.381,0.667,7.3,0.4,4.4,3.2,0.8,0.381,0.32,0.679,13.0,0.5,,,,,,,,
Patrick McCaw,2016,38,4.0,1.4,1.1,0.433,0.333,0.784,15.1,0.5,4.0,1.4,1.4,0.409,0.238,0.765,16.9,0.7,1.0,0.6,0.8,1.0,0.0,1.0,6.6,0.0
Patrick Williams,2020,4,9.2,4.6,1.4,0.483,0.391,0.728,27.9,1.4,9.0,4.1,0.9,0.529,0.517,0.732,24.8,0.9,9.0,3.8,2.0,0.397,0.353,0.723,25.0,1.4
Paul Reed,2020,58,3.4,2.3,0.5,0.538,0.0,0.5,6.8,0.5,3.1,2.4,0.4,0.563,0.25,0.429,8.0,0.3,4.1,2.7,1.0,0.507,0.286,0.762,9.7,0.6
Paul Zipser,2016,48,5.5,2.8,0.8,0.398,0.333,0.775,19.2,0.9,4.0,2.4,0.9,0.346,0.336,0.76,15.3,0.8,,,,,,,,
Payton Pritchard,2020,26,7.7,2.4,1.8,0.44,0.411,0.889,19.2,0.8,6.2,1.9,2.0,0.429,0.412,1.0,14.1,0.6,14.3,3.8,3.5,0.472,0.407,0.845,28.4,1.0
Peyton Watson,2022,30,3.3,1.6,0.5,0.492,0.429,0.55,8.1,0.3,6.7,3.2,1.1,0.465,0.296,0.67,18.6,0.7,,,,,,,,
Precious Achiuwa,2020,20,5.0,3.4,0.5,0.544,0.0,0.509,12.1,0.7,9.1,6.5,1.1,0.439,0.359,0.595,23.6,1.2,6.6,5.6,1.0,0.502,0.278,0.594,20.5,0.8
Quentin Grimes,2021,25,6.0,2.0,1.0,0.404,0.381,0.684,17.1,0.6,11.3,3.2,2.1,0.468,0.386,0.796,29.9,1.0,12.7,3.8,3.6,0.439,0.341,0.859,29.9,1.9
Quinndary Weatherspoon,2019,49,1.1,0.6,1.0,0.294,0.2,0.5,7.1,0.5,2.3,0.6,0.4,0.457,0.167,0.813,6.1,0.5,,,,,,,,
R.J. Hampton,2020,24,2.6,2.0,0.6,0.417,0.278,0.75,9.3,0.4,7.6,3.0,2.5,0.383,0.35,0.641,21.9,1.4,,,,,,,,
RJ Barrett,2019,3,14.3,5.0,2.6,0.402,0.32,0.614,30.4,2.2,17.6,5.8,3.0,0.441,0.401,0.746,34.9,1.9,18.2,4.3,2.4,0.423,0.331,0.831,29.5,1.8
RJ Hunter,2015,28,2.7,1.0,0.4,0.367,0.302,0.857,8.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,
Rakeem Christmas,2015,36,4.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.9,0.1,0.442,0.0,0.724,7.6,0.3,,,,,,,,
Rashad Vaughn,2015,17,3.1,1.3,0.6,0.305,0.293,0.8,14.3,0.4,3.5,1.2,0.6,0.365,0.321,0.4,11.2,0.3,,,,,,,,
Ray McCallum,2013,36,6.2,1.8,2.7,0.377,0.373,0.744,19.9,0.9,7.4,2.6,2.8,0.438,0.306,0.679,21.1,1.3,,,,,,,,
Reggie Bullock Jr.,2013,25,2.7,1.3,0.3,0.355,0.301,0.778,9.2,0.3,2.6,1.6,0.2,0.426,0.385,0.8,10.5,0.2,11.3,2.5,1.5,0.489,0.445,0.796,27.9,0.8
Reggie Perry,2020,57,3.0,2.8,0.5,0.41,0.19,0.769,8.1,0.6,2.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,,,,,,,,
Richaun Holmes,2015,37,5.6,2.6,0.6,0.514,0.182,0.689,13.8,0.6,9.8,5.5,1.0,0.558,0.351,0.699,20.9,1.0,12.3,8.1,1.0,0.648,0.0,0.788,28.2,1.2
Ricky Ledo,2013,43,1.7,0.2,0.2,0.353,0.375,1.0,3.0,0.2,0.2,0.4,0.2,0.0,0.0,0.5,2.2,0.4,,,,,,,,
Robert Williams III,2018,27,2.5,2.5,0.2,0.706,0.0,0.6,8.8,0.3,5.2,4.4,0.9,0.727,0.0,0.647,13.4,0.7,8.0,8.3,1.4,0.747,0.0,0.61,23.5,1.0
Robert Woodard II,2020,40,1.5,1.2,0.2,0.4,0.167,0.375,3.5,0.1,0.6,0.9,0.3,0.125,0.25,1.0,3.5,0.1,,,,,,,,
Rodions Kurucs,2018,40,8.5,3.9,0.8,0.45,0.315,0.783,20.5,1.2,4.6,2.9,1.1,0.446,0.367,0.632,14.6,1.0,,,,,,,,
Rodney Hood,2014,23,8.7,2.3,1.7,0.414,0.365,0.763,21.3,0.9,14.5,3.4,2.7,0.42,0.359,0.86,32.2,1.6,12.2,2.5,2.0,0.427,0.362,0.912,27.4,0.8
Romeo Langford,2019,14,2.5,1.3,0.4,0.35,0.185,0.72,11.6,0.3,3.1,1.9,0.7,0.356,0.278,0.75,15.7,0.6,,,,,,,,
Rondae Hollis-Jefferson,2015,23,5.8,5.3,1.5,0.457,0.286,0.712,21.2,0.9,8.7,5.8,2.0,0.434,0.224,0.751,22.6,1.5,7.0,4.7,1.8,0.471,0.13,0.734,18.7,1.0
Rudy Gobert,2013,27,2.3,3.4,0.2,0.486,0.0,0.492,9.6,0.7,8.4,9.5,1.3,0.604,0.0,0.623,26.3,1.4,13.5,10.7,1.4,0.622,0.0,0.682,32.4,1.9
Rui Hachimura,2019,9,13.5,6.1,1.8,0.466,0.287,0.829,30.1,1.1,13.8,5.5,1.4,0.478,0.328,0.77,31.5,1.2,13.6,4.3,1.2,0.537,0.422,0.739,26.8,0.7
Russ Smith,2014,47,0.8,0.5,0.3,0.2,0.167,0.0,4.8,1.2,1.5,0.6,0.7,0.318,0.2,0.615,4.4,0.5,,,,,,,,
Ryan Kelly,2013,48,8.0,3.7,1.6,0.423,0.338,0.815,22.2,0.8,6.4,2.8,1.8,0.337,0.336,0.832,23.7,0.7,,,,,,,,
Ryan Rollins,2022,44,1.9,1.0,0.5,0.35,0.333,1.0,5.2,1.3,4.1,1.1,1.1,0.52,0.667,0.765,6.6,0.7,,,,,,,,
Saben Lee,2020,38,5.6,2.0,3.6,0.471,0.348,0.685,16.3,1.1,5.6,2.4,2.9,0.39,0.233,0.789,16.3,1.0,,,,,,,,
Saddiq Bey,2020,19,12.2,4.5,1.4,0.404,0.38,0.844,27.3,0.9,16.1,5.4,2.8,0.396,0.346,0.827,33.0,1.2,,,,,,,,
Sam Dekker,2015,18,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,6.5,3.7,1.0,0.473,0.321,0.559,18.4,0.5,,,,,,,,
Sam Merrill,2020,60,3.0,1.0,0.7,0.444,0.447,1.0,7.8,0.3,4.2,1.2,0.7,0.333,0.304,0.5,9.7,0.3,7.2,2.2,1.5,0.406,0.372,0.966,19.7,0.5
Sandro Mamukelashvili,2021,54,3.8,2.0,0.5,0.496,0.423,0.818,9.9,0.4,2.4,2.3,0.7,0.328,0.219,0.667,9.0,0.4,11.4,5.1,1.9,0.525,0.383,0.764,22.6,0.9
Santi Aldama,2021,30,4.1,2.7,0.7,0.402,0.125,0.625,11.3,0.5,9.0,4.8,1.3,0.47,0.353,0.75,21.8,0.8,14.0,6.7,2.9,0.479,0.35,0.667,27.9,1.3
Scottie Barnes,2021,4,15.3,7.5,3.5,0.492,0.301,0.735,35.4,1.8,15.3,6.6,4.8,0.456,0.281,0.772,34.8,2.0,19.3,8.4,5.6,0.504,0.301,0.82,34.4,2.6
Sekou Doumbouya,2019,15,6.4,3.1,0.5,0.39,0.286,0.674,19.8,0.9,5.1,2.6,0.8,0.379,0.226,0.703,15.5,0.8,,,,,,,,
Semi Ojeleye,2017,37,2.7,2.2,0.3,0.346,0.32,0.61,15.8,0.3,3.3,1.5,0.4,0.424,0.315,0.615,10.6,0.3,2.9,2.9,0.3,0.257,0.268,0.769,15.4,0.3
Sergey Karasev,2013,19,1.7,0.7,0.3,0.343,0.211,0.9,7.1,0.5,4.6,2.0,1.4,0.403,0.296,0.763,16.8,0.7,,,,,,,,
Shabazz Muhammad,2013,14,3.9,1.4,0.2,0.46,0.273,0.65,7.8,0.4,13.5,4.1,1.2,0.489,0.392,0.717,22.8,0.9,3.8,1.4,0.2,0.388,0.211,0.71,9.4,0.2
Shabazz Napier,2014,24,5.1,2.2,2.5,0.382,0.364,0.786,19.8,1.6,3.7,1.0,1.8,0.338,0.327,0.733,10.9,0.8,9.4,1.8,2.6,0.389,0.333,0.833,17.6,1.2
Shaedon Sharpe,2022,7,9.9,3.0,1.2,0.472,0.36,0.714,22.2,1.0,15.9,5.0,2.9,0.406,0.333,0.824,33.1,2.3,,,,,,,,
Shai Gilgeous-Alexander,2018,11,10.8,2.8,3.3,0.476,0.367,0.8,26.5,1.7,19.0,5.9,3.3,0.471,0.347,0.807,34.7,1.9,31.4,4.8,5.5,0.51,0.345,0.905,35.5,2.8
Shake Milton,2018,54,4.4,1.8,0.9,0.391,0.318,0.714,13.4,0.3,9.4,2.2,2.6,0.484,0.43,0.785,20.1,1.2,8.4,2.5,3.2,0.479,0.378,0.853,20.6,1.2
Shane Larkin,2013,18,2.8,0.9,1.5,0.38,0.316,0.64,10.2,0.8,6.2,2.3,3.0,0.433,0.302,0.782,24.5,1.1,4.3,1.7,1.8,0.384,0.36,0.865,14.4,0.6
Sharife Cooper,2021,48,0.5,0.4,0.4,0.214,0.167,0.0,3.0,0.4,,,,,,,,,5.8,2.3,1.9,0.538,0.474,0.714,14.3,1.5
Sindarius Thornwell,2017,48,3.9,1.9,0.9,0.429,0.377,0.67,15.8,0.7,1.0,0.7,0.3,0.347,0.2,0.735,4.9,0.3,,,,,,,,
Skal Labissiere,2016,28,8.8,4.9,0.8,0.537,0.375,0.703,18.5,1.1,8.7,4.8,1.2,0.448,0.353,0.805,20.7,1.2,,,,,,,,
Skylar Mays,2020,50,3.8,1.1,0.9,0.449,0.35,0.88,8.2,0.3,2.9,0.9,0.6,0.5,0.32,0.889,7.9,0.4,,,,,,,,
Solomon Hill,2013,23,1.7,1.5,0.4,0.425,0.304,0.857,8.1,0.5,8.9,3.8,2.2,0.396,0.327,0.824,29.0,1.4,2.4,3.0,1.8,0.268,0.19,0.5,15.6,0.8
Spencer Dinwiddie,2014,38,4.3,1.4,3.1,0.302,0.185,0.912,13.4,1.0,4.8,1.4,1.8,0.352,0.1,0.576,13.3,0.6,16.8,2.4,4.6,0.442,0.335,0.806,28.1,2.2
Stanley Johnson,2015,8,8.1,4.2,1.6,0.375,0.307,0.784,23.1,1.6,4.4,2.5,1.4,0.353,0.292,0.679,17.8,0.9,2.4,1.5,0.8,0.373,0.292,0.563,6.0,0.6
Sterling Brown,2017,46,4.0,2.6,0.5,0.4,0.352,0.875,14.4,0.5,6.4,3.2,1.4,0.465,0.361,0.69,17.8,0.8,3.3,3.0,0.7,0.381,0.304,0.933,12.8,0.5
Steven Adams,2013,12,3.3,4.1,0.5,0.503,0.0,0.581,14.8,0.9,7.7,7.5,0.9,0.544,0.0,0.502,25.3,1.4,13.9,9.0,1.2,0.629,0.0,0.559,32.7,1.7
Svi Mykhailiuk,2018,47,3.3,0.9,0.8,0.333,0.318,0.6,10.8,0.5,9.0,1.9,1.9,0.41,0.404,0.814,22.6,1.1,1.6,0.5,0.1,0.5,0.6,0.6,3.1,0.2
T.J. Leaf,2017,18,2.9,1.5,0.2,0.471,0.429,0.625,8.7,0.2,3.9,2.2,0.4,0.541,0.258,0.613,9.0,0.2,,,,,,,,
T.J. Warren,2014,14,6.1,2.1,0.6,0.528,0.238,0.737,15.4,0.7,11.0,3.1,0.9,0.501,0.4,0.703,22.8,0.7,18.0,4.0,1.5,0.486,0.428,0.815,31.6,1.2
Talen Horton-Tucker,2019,46,5.7,1.2,1.0,0.467,0.308,0.5,13.5,1.0,9.0,2.6,2.8,0.458,0.282,0.775,20.1,1.6,10.1,2.4,3.5,0.396,0.33,0.807,19.8,1.3
Tari Eason,2022,17,9.3,6.0,1.1,0.448,0.343,0.752,21.5,1.2,9.8,7.0,1.2,0.466,0.36,0.636,21.8,0.9,,,,,,,,
Taurean Prince,2016,12,5.7,2.7,0.9,0.4,0.324,0.787,16.6,1.0,14.1,4.7,2.6,0.426,0.385,0.844,30.0,2.3,8.1,2.8,0.6,0.405,0.351,0.889,18.2,0.9
Terance Mann,2019,48,2.4,1.3,1.3,0.468,0.35,0.667,8.8,0.4,7.0,3.6,1.6,0.509,0.418,0.83,18.9,0.6,8.8,3.4,1.6,0.515,0.348,0.832,25.0,0.6
Terrance Ferguson,2017,21,3.1,0.8,0.3,0.414,0.333,0.9,12.5,0.2,6.9,1.9,1.0,0.429,0.366,0.725,26.1,0.6,,,,,,,,
Terrence Ross,2012,8,6.4,2.0,0.7,0.407,0.332,0.714,17.0,0.7,10.9,3.1,1.0,0.423,0.395,0.837,26.7,1.1,10.4,2.6,0.8,0.441,0.375,0.82,22.4,0.6
Terry Rozier,2015,16,1.8,1.6,0.9,0.274,0.222,0.8,8.0,0.5,5.5,3.1,1.8,0.367,0.318,0.773,17.1,0.6,18.0,4.4,4.1,0.423,0.407,0.874,34.4,2.2
Theo Maledon,2020,34,10.1,3.2,3.5,0.368,0.335,0.748,27.4,2.2,7.1,2.6,2.2,0.375,0.293,0.79,17.8,1.3,,,,,,,,
Thomas Bryant,2017,42,1.5,1.1,0.4,0.381,0.1,0.556,4.8,0.1,10.5,6.3,1.3,0.616,0.333,0.781,20.8,0.8,7.4,4.0,0.9,0.52,0.286,0.875,16.3,0.7
Thon Maker,2016,10,4.0,2.0,0.4,0.459,0.378,0.653,9.9,0.3,4.8,3.0,0.6,0.411,0.298,0.699,16.7,0.6,3.8,2.3,0.5,0.556,0.0,0.909,9.5,0.4
Tim Hardaway Jr.,2013,24,10.2,1.5,0.8,0.428,0.363,0.828,23.1,0.6,11.5,2.2,1.8,0.389,0.342,0.801,24.0,1.2,17.5,3.9,2.7,0.421,0.317,0.816,33.1,1.6
Timothe Luwawu-Cabarrot,2016,24,6.4,2.2,1.1,0.402,0.311,0.854,17.2,1.1,5.8,1.4,1.0,0.375,0.335,0.793,15.5,0.7,6.4,2.2,1.2,0.365,0.314,0.814,18.1,0.7
Tony Bradley,2017,28,0.9,1.2,0.1,0.273,0.0,1.0,3.2,0.0,5.7,5.0,0.3,0.5,0.0,0.5,12.0,1.0,3.0,3.4,0.5,0.585,0.0,0.655,10.0,0.6
Tony Snell,2013,20,4.5,1.6,0.9,0.384,0.32,0.756,16.0,0.6,6.0,2.4,0.9,0.429,0.371,0.8,19.6,0.7,6.9,1.9,1.3,0.435,0.403,0.792,27.4,0.5
Trae Young,2018,5,19.1,3.7,8.1,0.418,0.324,0.829,30.9,3.8,29.6,4.3,9.3,0.437,0.361,0.86,35.3,4.8,26.2,3.0,10.2,0.429,0.335,0.886,34.8,4.1
Tre Jones,2020,41,2.5,0.6,1.1,0.474,0.6,0.895,7.3,0.4,6.0,2.2,3.4,0.49,0.196,0.78,16.6,0.7,4.4,2.1,3.7,0.484,0.308,0.758,16.1,0.8
Tre Mann,2021,18,10.4,2.9,1.5,0.393,0.36,0.793,22.8,1.2,7.7,2.3,1.8,0.393,0.315,0.764,17.7,0.9,7.1,2.3,2.1,0.365,0.331,0.857,16.0,1.3
Tremont Waters,2019,51,3.6,1.1,1.5,0.286,0.167,1.0,10.8,1.4,3.8,0.8,2.4,0.405,0.395,0.941,9.2,1.0,,,,,,,,
Trey Burke,2013,9,12.8,3.0,5.7,0.38,0.33,0.903,32.3,1.9,12.8,2.7,4.3,0.368,0.318,0.752,30.1,1.6,12.8,2.0,4.7,0.503,0.362,0.649,21.8,1.2
Trey Lyles,2015,12,6.1,3.7,0.7,0.438,0.383,0.695,17.3,0.8,6.2,3.3,1.0,0.362,0.319,0.722,16.3,0.9,6.4,5.7,1.1,0.446,0.387,0.733,20.2,0.6
Trey Murphy III,2021,17,5.4,2.4,0.6,0.394,0.382,0.882,13.9,0.3,14.5,3.6,1.4,0.484,0.406,0.905,31.0,0.8,22.1,5.7,3.8,0.476,0.378,0.892,35.6,1.8
Troy Brown Jr.,2018,15,4.8,2.8,1.5,0.415,0.319,0.681,14.0,0.6,10.4,5.6,2.6,0.439,0.341,0.784,25.8,1.1,7.1,4.1,1.3,0.43,0.381,0.872,24.5,0.6
Ty Jerome,2019,24,3.3,1.5,1.4,0.336,0.28,0.75,10.6,0.6,10.7,2.8,3.6,0.446,0.423,0.765,23.9,1.4,2.0,0.5,1.5,0.5,0.0,0.0,7.5,0.5
TyTy Washington Jr.,2022,29,4.7,1.5,1.5,0.363,0.238,0.556,14.0,0.5,1.3,0.5,0.5,0.3,0.333,0.0,5.1,0.2,,,,,,,,
Tyler Dorsey,2017,41,7.2,2.3,1.4,0.377,0.362,0.714,17.4,0.7,3.3,1.6,0.6,0.36,0.256,0.615,9.3,0.4,,,,,,,,
Tyler Ennis,2014,18,2.8,0.9,1.8,0.429,0.333,1.0,7.3,1.0,4.5,1.6,2.1,0.449,0.333,0.735,14.2,1.0,,,,,,,,
Tyler Herro,2019,13,13.5,4.1,2.2,0.428,0.389,0.87,27.4,1.6,15.1,5.0,3.4,0.439,0.36,0.803,30.3,1.9,20.8,5.3,4.5,0.441,0.396,0.856,33.5,2.2
Tyler Lydon,2017,24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.7,0.2,0.5,0.4,0.333,3.8,0.2,,,,,,,,
Tyler Ulis,2016,34,7.3,1.6,3.7,0.421,0.266,0.775,18.4,1.3,7.8,1.8,4.4,0.388,0.288,0.832,23.4,1.8,,,,,,,,
Tyrell Terry,2020,31,1.0,0.5,0.5,0.313,0.0,0.333,5.1,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,,,,,,,,
Tyrese Haliburton,2020,12,13.0,3.0,5.3,0.472,0.409,0.857,30.1,1.6,14.3,3.9,7.4,0.457,0.413,0.837,34.5,2.3,18.6,3.5,9.2,0.473,0.388,0.851,33.6,1.6
Tyrese Maxey,2020,21,8.0,1.7,2.0,0.462,0.301,0.871,15.3,0.7,17.5,3.2,4.3,0.485,0.427,0.866,35.3,1.2,26.3,3.3,6.1,0.437,0.337,0.879,37.7,2.4
Tyus Jones,2015,24,4.2,1.3,2.9,0.359,0.302,0.718,15.5,0.9,3.5,1.1,2.6,0.414,0.356,0.767,12.9,0.6,7.4,1.6,4.4,0.459,0.379,0.741,19.0,0.8
Udoka Azubuike,2020,27,1.1,0.9,0.0,0.444,0.0,0.8,3.8,0.2,4.7,4.2,0.0,0.755,0.0,0.545,11.5,0.7,,,,,,,,
Usman Garuba,2021,23,2.0,3.5,0.7,0.432,0.25,0.714,10.0,0.3,3.0,4.1,0.9,0.486,0.407,0.617,12.9,0.6,,,,,,,,
Vernon Carey Jr.,2020,32,2.4,1.4,0.1,0.5,0.143,0.818,6.1,0.3,2.0,1.3,0.0,0.5,0.0,0.667,4.3,0.3,,,,,,,,
Victor Oladipo,2013,2,13.8,4.1,4.1,0.419,0.327,0.78,31.1,3.2,17.9,4.2,4.1,0.436,0.339,0.819,35.7,2.8,23.1,5.2,4.3,0.477,0.371,0.799,34.0,2.9
Vince Williams Jr.,2022,47,2.0,1.0,0.3,0.3,0.143,1.0,7.0,0.3,10.0,5.6,3.4,0.446,0.378,0.8,27.6,1.8,,,,,,,,
Vít Krejčí,2020,37,,,,,,,,,6.2,3.4,1.9,0.407,0.327,0.864,23.0,1.0,7.2,2.7,2.6,0.497,0.437,0.711,20.2,0.9
Wade Baldwin IV,2016,17,3.2,1.4,1.8,0.313,0.136,0.838,12.3,1.2,5.4,1.1,0.7,0.667,0.8,0.6,11.4,0.6,,,,,,,,
Walker Kessler,2022,22,9.2,8.4,0.9,0.72,0.333,0.516,23.0,0.8,8.1,7.5,0.9,0.654,0.211,0.602,23.3,1.0,,,,,,,,
Wendell Carter Jr.,2018,7,10.3,7.0,1.8,0.485,0.188,0.795,25.2,1.5,11.3,9.4,1.2,0.534,0.207,0.737,29.2,1.7,15.2,8.7,2.3,0.525,0.356,0.738,29.6,1.9
Wendell Moore Jr.,2022,26,1.4,0.6,0.6,0.419,0.118,0.8,5.3,0.3,0.7,0.5,0.2,0.5,0.0,0.0,3.0,0.2,,,,,,,,
Wes Iwundu,2017,33,3.7,2.2,0.9,0.427,0.196,0.723,16.5,0.5,5.0,2.7,1.1,0.412,0.367,0.816,18.1,0.6,7.3,4.3,0.0,0.444,0.6,0.75,27.3,0.3
Willie Cauley-Stein,2015,6,7.0,5.3,0.6,0.563,0.0,0.648,21.4,0.7,8.1,4.5,1.1,0.53,0.0,0.669,18.9,0.9,7.9,6.2,1.5,0.56,0.0,0.614,23.0,0.9
Willy Hernangomez,2015,35,,,,,,,,,8.2,7.0,1.3,0.529,0.267,0.728,18.4,1.4,6.1,4.3,0.9,0.532,0.227,0.627,12.1,1.0
Xavier Tillman,2020,35,6.6,4.3,1.3,0.559,0.338,0.642,18.4,0.8,4.8,3.0,1.2,0.454,0.204,0.648,13.2,0.6,1.0,1.3,0.2,0.245,0.156,0.75,7.0,0.4
Zach Collins,2017,10,4.4,3.3,0.8,0.398,0.31,0.643,15.8,0.9,6.6,4.2,0.9,0.473,0.331,0.746,17.6,1.0,7.8,5.5,2.2,0.49,0.341,0.8,17.9,1.6
Zach LaVine,2014,13,10.1,2.8,3.6,0.422,0.341,0.842,24.7,2.5,14.0,2.8,3.1,0.452,0.389,0.793,28.0,1.9,23.7,4.7,4.5,0.467,0.374,0.832,34.5,3.4
Zeke Nnaji,2020,22,3.2,1.5,0.2,0.481,0.407,0.8,9.5,0.2,6.6,3.6,0.4,0.516,0.463,0.631,17.0,0.6,3.2,1.6,0.4,0.496,0.327,0.614,10.7,0.2
Zhaire Smith,2018,16,6.7,2.2,1.7,0.412,0.375,0.75,18.5,1.0,1.1,0.3,0.3,0.273,0.0,0.5,4.6,0.3,,,,,,,,
Ziaire Williams,2021,10,8.1,2.1,1.0,0.45,0.314,0.782,21.7,0.7,5.7,2.1,0.9,0.429,0.258,0.773,15.2,1.0,9.7,2.6,0.8,0.417,0.323,0.859,23.0,1.1
Zion Williamson,2019,1,22.5,6.3,2.1,0.583,0.429,0.64,27.8,2.5,27.0,7.2,3.7,0.611,0.294,0.698,33.2,2.7,22.9,5.8,5.0,0.57,0.333,0.702,31.5,2.8
